,buyer,total_estimated_backfill_revenue
132,Avocet w/IPonWeb,0.00016762148715623762
133,BannerConnect w/DBM,0.03497455196473164
134,Beamly US w/ Amazon,0.001005728922937426
135,Beamly w/ DBM - US,0.06747340029808219
136,Beeswax.io,0.9262048523911407
137,Bidease Inc.,0.0059291992711735814
138,Bidtellect OpenRTB,0.036132290569648985
139,Bidtellect (self bidder),0.035486454839723486
140,Biga Bid Media,0.026996919519634035
141,BlisMobile,2.123702616722782
142,Blue449 Vivaki UK w/DBM,0.9249181109750296
143,Blue Mango Interactive w/ DBM,0.5344454999924874
144,Bmind w/ DBM,0.0018380846410220764
145,BPNWW (UAE) w/ DBM,0.0010788579050791177
146,BRAVONEXT SA w/ DBM,0.00019062835794238787
147,Bridgewell,0.0001150343539307513
148,Bulbit,0.00470901344555097
149,Cadreon BE w/ DBM,0.07806642094719109
150,Cadreon CA w/Amazon,0.2954739548107012
151,Cadreon CEE w/ DBM,0.04464565443448123
152,Cadreon DE w/Amazon,0.003194668343448294
153,Cadreon DE w/ DBM,0.005337594022386861
154,Cadreon DK w/DBM DO NOT USE,0.06822194527258871
155,Cadreon (MENA) w/DBM,0.015992240218244375
156,Cadreon MY w/ DBM,0.005491247052280078
157,Cadreon NL w/ DBM,0.03590222186178748
158,Cadreon US w/Amazon,0.004630954419669388
159,Cadreon w/Bid Manager,0.003607148669685702
160,Cadreon w/ DBM,7.611150248627319
161,Cadreon w/ DBM AU,1.5825744424408748
162,Cadreon (ZA) w/ DBM,5.91605248786721e-05
163,Captify Media w/DBM,9.544461149507228
164,Carrefour (FR) w/ DBM,0.019243604064701398
165,Centro,1.1861356568591097
166,Clickagy,0.0005916052487867211
167,clicksco_rtb,0.00038700843358131337
168,Coegi w/ DBM,0.11069262874382209
169,Cogo Labs,0.00529158028081456
170,Collective Media UK w/DBM,5.356591124264567
171,Conversant,0.0020311780208344087
172,Conversant MS - DBM,0.0004995777656421201
173,Cossette CA w/Amazon,0.02065359657430975
174,Crimson Tangerine,4.283520268862124
175,Crimtan (AU),0.3140717231454771
176,Criteo (AU),8.813050542018681
177,Criteo (BR),0.04932426594363622
178,Criteo Europe,14.807513732220919
179,Criteo (IN),0.17597215957765353
180,Criteo (IT),0.2962948070933928
181,Criteo (JP),0.25573862394114977
182,Criteo (MEA),3.775679749911949
183,Criteo (RU),0.10337397881195637
184,Criteo (SG),1.554231620980251
185,Criteo (TR),0.04822075781985765
186,Criteo (UK),132.29422425054912
187,Criteo (US),9.14105374709913
188,CtrlShift SG w/ DBM,0.00046506745946289454
189,CyberAgent Dynalyst,0.007194577164411847
190,DAN FR w/DBM,0.8856420958472445
191,Databerries,0.030134892360073603
192,DataPoint Media,0.009255335447685592
193,Datawrkz w/ DBM,0.0012555178057584856
194,DataXu,0.517067917483334
195,DataXu EU,0.20553434518994332
196,Datmean w/ DBM (ES),0.002524182394823343
197,DBM (360i UK),1.4948664992863734
198,DBM (888),2.411389567446328
199,DBM (Acceleration - EMEA),1.9996791497062991
200,DBM (Affiperf ES),0.045045809651368916
201,DBM (Affiperf UK),1.8580414580811484
202,DBM (Albert Heijin NL),0.07803684068475174
203,DBM (All Response Media),0.6096360620914096
204,DBM AUNZ,28.958274152654347
205,DBM (Bol.com NL),0.00035496314927203264
206,DBM (booking.com),4.375618415966996
207,DBM (Brainlabs Digital),0.4934998433847931
208,DBM (Cadreon IT),0.08776792535333665
209,DBM (Cadreon UK),2.200664707872238
210,DBM (Club Med FR),0.14453902236607571
211,DBM (Cool Blue),0.3611733610363799
212,DBM (Croud Inc. LTD),0.3460496301903127
213,DBM (Danone ES),0.00421354404969209
214,DBM (Equimedia),0.1943415025524812
215,DBM (Essence),2.034938000860031
216,DBM (Gall Gall NL),0.00030237601604654634
217,DBM (GroupM IE),5.446211102716189
218,DBM (GSK UK),0.10454568587413673
219,DBM (IG Markets),0.20545875118593168
220,DBM India,0.7749519321252923
221,DBM Japan,0.018791683388544873
222,DBM (JellyFish),6.918234244333785
223,DBM (KLM),0.010547006907536599
224,DBM (L'Oréal DACH),0.007492844810675151
225,DBM (L'Oreal EMEA),0.0007953803900354804
226,DBM (L'Oréal GB),1.054480482133278
227,DBM (Maxus UK),0.5722967324794445
228,DBM (MEC UK),0.14905001238807447
229,DBM (Mediacom UK),10.5170790770136
230,DBM (Mediacom Worldwide),0.483565805248916
231,DBM (Mindshare UK),1.9171083121287624
232,DBM (Mindshare Worldwide),0.5890818880658544
233,DBM (mSix),3.3638230742076365
234,DBM (Neo@Ogilvy EMEA),0.38269300196099687
235,DBM (Net Media Planet),0.310395553863433
236,DBM (Periscopix Ltd),6.355255294522732
237,DBM (Pernod Ricard),0.043604593531407936
238,DBM (Red Media Norway),0.17010622920114185
239,DBM SEA,12.113241541675567
240,DBM (Search Star),0.3258216607255467
241,DBM (SEAT),1.5076336692247736
242,DBM (Sky),20.867156209034277
243,DBM (Space),0.2541971635984777
244,DBM (TalkTalk),2.7054305228766347
245,DBM (The 7 Stars),1.9809006131010607
246,DBM (Unique Digital - ZipCar),0.06199776505097841
247,DBM (Warner Bros EMEA),0.013074475998186534
248,DBM (Warner Bros - UK - PHD),2.9861020213583185
249,Delta Projects AB,0.0006047520320930927
250,Demandbase w/ Beeswax,0.009978408529536027
251,Dept Marketplaces DE w/ Amazon,0.747227009480068
252,Digilant w/MediaMath,0.11950754695074424
253,Digitec Galaxus AG w/DBM,0.06201091183428479
254,District M,0.47371475618266046
255,District m. w/ Beeswax,0.11503024556096807
256,Domain Group (AU) w/ DBM,0.030332915783625826
257,DoubleClick Bid Manager (Europe),134.00095116281767
258,DQ&A w/DBM,2.6703097129476197
259,DQ&A (ZA) w/DBM,0.3304493284493895
260,DV360 (BR),0.9645762044926561
261,DV360_US_Publicis,5.917983421665333
262,DynAdmic,0.023286239931410657
263,Easy-Media,0.006188848241474421
264,EchoSearch,0.2219390657344251
265,Emetriq,0.004166708634163142
266,Empower MediaMarketing Inc w/ Beeswax,0.049831238774888174
267,eprofessional w/DBM,0.09428462150351372
268,Eskimi,8.52387471808569
269,ETARGET (Tailwind EMEA LTD),0.004060712693755521
270,Explido DE w/Amazon,0.004220117441345277
271,explido w/ DBM,0.0031289344269164357
272,Exponential: Tribal Fusion,0.7018574602897796
273,extend.tv,0.07849286973069151
274,eyeReturn,0.13058946360405882
275,Eyeview,0.059449754111412276
276,Fairfax Media w/ Invite Media,0.007438614329536369
277,FastG8 Inc w/ IPONWEB,0.002142925678938567
278,FCB NZ w/ DBM,1.0977826996486395
279,Finc3 GmbH DE w/ Amazon,0.012610230212680288
280,Fisherman ES w/Amazon,0.028680529456806245
281,Flow Digital w/ Invite Media,0.31936083840442175
282,Flying Point Digital US w/Amazon,0.0004009768908443331
283,Fusio DSP,0.05349590462153925
284,Gamned (FR) w/ AppNexus,0.01835373116965137
285,Gamned (FR) w/ DBM,0.12371369593482649
286,Genesis Media w/ DBM (MightyHive),0.027117705591261327
287,GetBlue,0.02172177271795244
288,GET INTENT,0.002168397571594662
289,GetIntent USA,0.0006047520320930925
290,Goldbach Audience w/ DBM,0.032340265259717435
291,Goodway Group,0.44794952592404214
292,Goodway Group w/ DBM,0.002889827305531803
293,Google AdWords,1097.7411673168267
294,Google Bid Manager - Canada,4.35170606048062
295,Google: DCLK Bid Manager,54.731663633662215
296,Google: DCLK Bid Manager (China),5.575711026653733
297,Google: Invite Media (2),1.2645677227170093
298,Google: Invite Media Direct Marketers,0.013915870129794316
299,GroovinAds,0.00012653778932382646
300,GroundTruth,0.04682309041959903
301,GroupM Connect (TR) w/ DBM,0.00010024422271108328
302,GroupM DE w/Amazon,0.004016342300096518
303,GroupM DE w/DBM,0.005795266416239921
304,GroupM DE w/The Trade Desk,0.02281952912403447
305,GroupM (FR) w/ DBM,0.004586584026010383
306,GroupM (MENA) w/DBM,0.015643028786668883
307,GroupM PBU (MediaCom UK IE),21.876122527360895
308,GroupM UK w/Amazon,0.05901262356647542
309,GroupM US w/Amazon,0.07099098650649323
310,Havas/Affiperf Sweden w/DBM,0.003269440673503282
311,HispaVista S.L with Data Xu,0.0013253600920735847
312,Hitch Digital Media (ZA) w/ DBM,0.0025069272417337306
313,Hoy AG w/DBM,0.9155633529785896
314,Hype Istanbul (TR) w/DBM,0.2287121241590764
315,Ignite Video,0.11802196043712425
316,IgnitionOne,0.4083086875595052
317,IgnitionOne Brazil w/ DBM,0.004956337306502085
318,IgnitionOne Japan w/ DBM,0.132572162861451
319,IgnitionOne w/DBM,0.15844092403860702
320,IKON AU w/ MediaMath,0.0749350214984047
321,Index Exchange (EB),166.27555645665936
322,Infectious Media w/DBM,27.65668673149451
323,Iniciativas de Meios (PT) w/DBM,0.050477896178770326
324,InMobi Pte Limited,0.12414343141415352
325,inMobi w/ Beeswax,13.848612008072875
326,iotec Global w/Beeswax,0.2908906574805174
327,IPG Traffic4U w/DBM,0.45382613806199024
328,iPinYou,0.0034288454210930374
329,iPromote 2957 w/AppNexus,0.041110813072980576
330,iProspect FR w/Amazon,0.017002077510965045
331,iProspect  IT w/DBM,0.0010385958812033547
332,Jampp NA,0.09048520112797233
333,Jellyfish DBM,6.328913249146547
334,Jumpstart Automotive Media,0.003805993767194572
335,Just Media w/ MediaMath,0.005975213012745882
336,Kepler US w/ Amazon,0.015302855768616517
337,Kepler w/ DBM,0.4111681129286411
338,Kepler w/Verizon Media DSP,0.33382147836747383
339,Kerv Interactive w/ Beeswax,0.010589733953282308
340,Knorex,0.38897387768561587
341,Komli Media,0.06928272635062156
342,Kupona w/ DBM,0.0010780362311224696
343,Kyocera Communication Systems,0.007563508770946898
344,LBi Vivaki UK w/DBM,0.11393741919862593
345,LifeStreet Media,0.04956172971710755
346,Liftoff,3.5775642988765823
347,Light Reaction DE w/Amazon,0.0017090818298283053
348,Light Reaction New w/AppNexus,0.37127091228962994
349,LinkedIn RTB,0.9507794770865758
350,Listenloop w Beeswax,0.057510603573722466
351,Live Nation Entertainment Inc.,0.0335103289739845
352,LoopMe Media,1.4836358596469055
353,Louder (AU) w/ DBM,0.16094374291055752
354,Madison Logic,0.010379385420380362
355,Magnet Intell w/ Invite Media,1.1602578572684306
356,MainADV,0.0651258778039382
357,Manage.com,0.45436679952546477
358,Marin Display Bidder,0.3946894417280609
359,Marketgid,0.0012292242391457424
360,Matiro EU w/Amazon,0.02230926959695592
361,Matiro w/ DBM,0.03298938768546953
362,mbr-targeting,0.0011717070621803669
363,M&C Saatchi Mobile w/DBM 217206623,6.231761807208287
364,Mediacom Holding Ltd w / TradeDesk,0.0004133020001940565
365,Mediacom (ZA) w/DBM,0.27120170613131267
366,Media Direction w/Adform,0.0014666880126170793
367,MEDIA FORCE COMMUNICATIONS (2007) LTD,0.00316837477683555
368,Media IQ Digital w/ AppNexus,2.16495147102048
369,Media IQ Digital w/DBM,9.97121559571953
370,Media IQ US w/Amazon,0.011540410721124302
371,MediaMath,2.149139999072698
372,MediaMath APAC,0.015693972571981074
373,MediaMath (EMEA),0.6994384521614073
374,Mediamath Inc. Brazil,0.0005012211135554164
375,Mediarithmics,0.0005053294833386575
376,Mediasmart,0.1518075501865859
377,Mediative - DBM,0.06441430815748084
378,Media.ventive GmbH w/ Bidswitch,0.005163399143577436
379,Merkle w/ Invite Media,0.4021863949085193
380,Meteora - direct,0.02488193075522151
381,MicroAd APAC 2,6.573391653185789e-06
382,MicroAd (China),0.0014757264261402096
383,Microsoft EMEA Hub w/DBM,0.17379390191857907
384,MightyHive - DBM - Global,3.9691872533984323
385,MightyHive EMEA w/DBM,0.044915985166218496
386,MightyHive US – w/Amazon,0.010090156187640186
387,MightyHive w/ DBM AUNZ,0.9549083887187331
388,Mindshare Singapore,0.024984639999802535
389,MobiGlobe LTD,0.029406889234483275
390,MobPro USD,5.216186765248346
391,Mobvista,0.0023278023191844175
392,Mogo Marketing w/ DBM,0.11426362375941528
393,Moloco Ads,2.0193648143596774
394,Motive Interactive w/ Beeswax,0.08346892721215315
395,Nano Interactive w/ DBM,0.030850570376314203
396,Neo@Media World Spain w/ DBM,0.7562046191304065
397,Neo@Ogilvy DE w/ DBM,0.0031946683434482936
398,Net Media Planet w/DBM,1.9308105470298282
399,Netmining,0.029448794606272335
400,Newsquest w/DBM,0.5394601761499115
401,Next Performance,0.05762399457973993
402,Next Performance (US),0.06685550148268271
403,Noqoush,0.0004009768908443331
404,Ogilvy (ZA) w/DBM,0.13526889678717047
405,Ogury w/Beeswax,0.007426289220186645
406,OMD ES w/Amazon,0.009807500346553198
407,OMD (ES) w/ DBM,0.06367562327045409
408,OMD (ES) w/ TTD,0.029643531333997965
409,OMD Re-mind-PHD (FR) w/ Amazon,0.008024467860626553
410,OMD Re-mind-PHD (FR) w/ DBM,0.02663949134849206
411,Omd Walt Disney DE w/Amazon,0.03865072124677579
412,OMG Germany w/DBM,0.04266542019895902
413,OMG Germany w/The Trade Desk,0.007676078103007706
414,OMG IT – w/Amazon,0.000940816680362216
415,OMG Switzerland w/DBM,0.09550480732913633
416,Omnicom Media Group w/Adform (DK),0.0006762376663214881
417,Omnicom Media Group w/ DBM (DK),0.12813183679972398
418,Omnicom Media Group w/ DBM (PT),0.5329081480195985
419,Omnicom Media Group w/ Invite Media (Europe),8.621282522298422
420,One Tag,0.00041905371789059404
421,Online Media Partners w/ DBM,0.007875744874473223
422,OpenX (EB),131.73541940443783
423,Optomaton UG w/BidSwitch,0.0005924269227433693
424,Optus (Amobee) w/ DBM,0.13377920190376724
425,Orange142 w/AppNexus,0.020048844542216657
426,Orange FR w/DBM,0.01123063963946792
427,Otto Group Media w/ DBM,0.0034954010115815434
428,OwnerIQ,0.18162198970356672
429,Path GmbH w/DBM,0.0068724809734057426
430,PayPerSale.ru,0.0008151005649950379
431,Performance Advertising w/Active Agent,0.051292996743765355
432,Performance Advertising w/DBM,0.00038783010753796164
433,Performics ES w/Amazon,0.009658777360399868
434,Performics - Vivaki (ZA) w/ DBM,0.000716499690197251
435,Periscope UK w/Amazon,1.1623925662078027
436,P&G/Amnet (ES)  w/ The Trade Desk,0.004732841990293769
437,PHD (ES) w/ DBM,0.01060205906263203
438,Pilot Hamburg w/The Trade Desk,0.05235213447388492
439,pilot w/ Adform,0.006488759235651022
440,Pixidis (FR) w/ DBM,1.7900931302361236
441,Platform161,0.00010106589666773149
442,Postmedia - DBM,0.5990159262017314
443,Prex DE w/Amazon,0.0028791455440953756
444,PREX DE w/DBM,0.04214447891044404
445,Priceline w/ DBM,0.0017025084381751196
446,ProData Feed,0.0023992879534128126
447,ProgrammAds w/DBM,0.04604250016078321
448,Programmatic Mechanics w/AppNexus,0.02176449976369815
449,Programmatic Mechanics w/ DBM,0.026187570672335538
450,Programmatic s.r.o. w/DBM,0.00021034853290194524
451,Ptarmigan Media Limited w/DBM,0.5992328481262865
452,Publicis DE w/The Trade Desk,0.027611531639206904
453,Publicis Digitas w/ DBM,0.1291063421123088
454,Publicis Digitas w/ The Trade Desk,0.5217933644080179
455,Publicis ES w/Amazon,0.0011240499726947698
456,Publicis Mediavest w/ DBM,2.545617403330425
457,Publicis Mediavest w/ The Trade Desk,0.3682397570635546
458,Publicis Optimedia w/ DBM,0.02542670058847928
459,Publicis OptiMedia w/ The Trade Desk,0.009857622457908739
460,Publicis Performics w/ DBM,0.025078310830860432
461,Publicis PHM w/ The Trade Desk,0.016799124043672932
462,Publicis Saatchi w/ DBM,0.05317627345240309
463,Publicis Spark w/ DBM,0.029402780864700037
464,Publicis Spark w/ The Trade Desk,0.10081282108908386
465,Publicis VM1 w/ Verizon Media DSP,0.14301892554627652
466,Publicis Zenith w/ DBM,0.36256692006685526
467,Publisher Internationale,0.12413767969645698
468,PubMatic (EB),210.3730541178335
469,Qantas w/ DBM,0.5712096578347988
470,Quantcast,2.5076125178135746
471,Rakuten Marketing (AU),0.0253724701073405
472,Realtime Technologies GmbH,0.031701002921445114
473,Realtime Technologies GmbH-DE,0.0010418825770299475
474,Red Aril,0.20510707473248624
475,remerge,0.5296715743043612
476,Resolution Media DE w/Amazon,0.00041412367415070473
477,Retail Rocket LLC,0.0002637573400840798
478,RhythmOne (EB),28.70469324452336
479,Rightmove w/ DBM,0.2232373105859293
480,Rogers - DBM,0.004147810133160234
481,Rontar EE,0.02003241106308369
482,Rozetka Limited,0.0010714628394692836
483,RPA w/ DBM,0.4219780555023051
484,RTB House,4.342490165382853
485,RTB House (APAC),1.2995529564431774
486,RTB House (BR),0.30733810507074494
487,RTB House (RU),0.23735859920488567
488,RTB House (TR),0.018278958839596383
489,Rubicon (EB),181.49440181492628
490,Segmento.ru,0.0474360591912586
491,SEM (TR) w/ DBM,0.001594047475897554
492,Shunfei,0.0037731268089286427
493,Sift Media,0.16545144623672967
494,Simplaex,0.023002762416367024
495,Simpli.fi,0.2561239890268178
496,Smaato (EB),1.1553023416358852
497,Smadex,0.09523036822761582
498,Smadex USD,0.0024124347367191845
499,SMG Vivaki UK-P&G w/TheTradeDesk,0.14620044710641844
500,SMG Vivaki UK w/DBM,1.2158851841335152
501,SMG Vivaki (ZA) w/DBM,0.014652911668907772
502,Snap Incorporated,0.004965375720025215
503,Sociomantic (Americas 2),0.1838947398676557
504,Sociomantic (EMEA 2),6.074548464060912
505,Sojern DBM Adx,3.7230770048812865
506,So-net Media Networks,0.00035414147531538437
507,Sovrn (EB),32.578274624695986
508,Spiceworks w/ Beeswax,0.0014198525970881306
509,Splicky EMEA,0.0035110128167578597
510,Spotad.co (IL),0.04210257353865498
511,Sprout Performance (ZA) w/DBM,0.31861886682156837
512,StackAdapt Inc w/ Bidswitch,0.0018150777702359263
513,Starcom CA w/Amazon,0.0007501883224198283
514,Stonebird,0.008610321391716736
515,Storygize,0.0049497639148489
516,SundaySky,0.06377915418899177
517,TabMo (FR),0.3917536006809568
518,Takeaway w/DBM 278223834,0.06860813203221337
519,Tapped Networks_DBM,0.012560929775281395
520,Tapsense,0.05023057231781921
521,Targetopia (ES) w/ DBM,0.054651178204586655
522,target performance w/ Adform,0.0001807682704626092
523,target performance w/ DBM,0.031655810853829465
524,The Cocktail w/DBM,0.019350421679065668
525,The Economist Group w/ DBM,0.00500892443972757
526,The Reach Group GmbH w/Adform,0.0030319769000319453
527,The Reach Group w/ DBM,0.04004510195120783
528,The Science of Digital w/DBM,0.10199192321687406
529,The Trade Desk,13.331088061543602
530,Thomas Cook w/DBM,2.3388949175991685
531,Ticketek w/ DBM,0.044908590100608665
532,Total Return w/ The Trade Desk,0.013449980996374771
533,Tradelab (FR) w/AppNexus,0.004003195516790146
534,Tradelab (FR) w/ DBM,0.17531810710816154
535,Traffic4u w/Adform,0.001561180517631625
536,Traffic Media Solutions- SL (T2O) w/DBM,0.22526848860676368
537,travelaudience,2.2839832687503243
538,TravelClick w/DBM,0.5917531500989177
539,Triapodi Ltd.,0.10589158781512653
540,TripAdvisor w/DBM,0.4684527561642853
541,TripleLift (EB),109.11408789883441
542,TTD_US_Publicis,0.610557980270769
543,Turk Telecom w/bidswitch,0.020051309564086604
544,TVTY w/AppNexus,0.047998905851562634
545,UNIFIED w/ DBM,0.050957753769452885
546,Unique,0.00024321549116787416
547,Universal Mc Cann (IL) w/ DBM,0.04472289178640616
548,Universo Online w/ ASAPCODE (BR),0.005828133374505849
549,Value Media (PL) w/ DBM,0.01430205688941898
550,Varick Media w/ Invite Media,0.05202264321726898
551,Varick US w/Amazon,0.002524182394823343
552,Vayner Media US w/Amazon,0.03913633055515489
553,Verizon Media DSP - APAC,0.059914821570875174
554,Verizon Media DSP - EMEA,0.004575080590617309
555,Verizon Media DSP - Global,6.373023172161293
556,Vivaki DE w/Amazon,0.0009137014397928248
557,Vivaki DE w/DBM,0.2742870918385268
558,Vivaki ES w/DBM,0.0823333738040653
559,Vivaki FR w/Amazon,0.00149873329692636
560,Vivaki FR w/DBM,0.2608272507546722
561,Vivaki GR w/DBM,0.010813229269490623
562,Vivaki IT w/DBM,0.012236368562405347
563,Vivaki NL w/DBM,0.003930888208605102
564,Vivaki Norway w/DBM,0.13748330810033743
565,Vivaki NO w/Adform,0.013062150888836811
566,Vivaki SEA w/ Invite,0.01755999412752919
567,Vivaki SEA w/ TTD,0.015518134345258353
568,Vivaki Sweden w/DBM,0.2763659269488468
569,Vivaki (UAE) w/DBM,1.2209968178178239
570,Vivaki UK Blue449 w/Amazon,1.1892407627412833
571,Vivaki UK Starcom w/Amazon,0.0025439025697829003
572,Vivaki UK w/DBM,7.714101887025559
573,Vivaki UK w/TheTradeDesk,1.116442093530164
574,Vivaki UK Zenith w/Amazon,0.05861329002354439
575,Vivaki US Digitas w/Amazon,0.023303495084500272
576,Vivaki US MediaVest w /Amazon,0.007675256429051058
577,Vivaki US Spark w/Amazon,0.07448145747433488
578,Vivaki US Starcom w/Amazon,0.08222162614596115
579,Vivaki US Zenith w/Amazon,0.002971173027239977
580,VivaKi w/ Invite Media,0.02686956005635356
581,Vuble.tv,0.07356529101267212
582,Wavemaker UK w/Amazon,2.212890394673207
583,Wayfair w/ AppNexus,0.6779220979326169
584,Webranking w/DBM,0.0051929794060167735
585,webrepublic w/DBM,0.2072943708050838
586,Wider Planet,0.003638372280038334
587,Xaxis AU w/ AppNexus,0.0018865634044643214
588,Xaxis AU w/ The Trade Desk,0.3427136339263209
589,Xaxis Belgium v2 w/Appnexus,0.03990213068275104
590,Xaxis (CZ) w/AppNexus,0.006008079971011811
591,Xaxis DK w/AppNexus,0.03211266157372588
592,Xaxis EMEA w/The Trade Desk,1.4347355774648998
593,Xaxis HK c/o The Trade Desk,0.0108469179017132
594,Xaxis HK w/ DBM,0.024761966357550867
595,Xaxis ID c/o The Trade Desk,0.009400771738012327
