,advertiser,devicecategory,count
2913,Citya Immobilier,Desktop,18
2914,Citya Immobilier,Smartphone,15
2915,Citya Immobilier,Tablet,2
2916,City Car Club,Desktop,5
2917,City Car Club,Smartphone,22
2918,City Furniture,Desktop,3
2919,City Furniture,Smartphone,27
2920,City Furniture,Tablet,1
2921,City Index,Desktop,2624
2922,City Index,Smartphone,69
2923,City Index,Tablet,41
2924,CityInfo Experts,Desktop,8
2925,CityInfo Experts,Smartphone,6
2926,CityInfo Experts,Tablet,3
2927,City National Bank,Smartphone,102
2928,City National Bank,Tablet,3
2929,City Of Cincinnati,Smartphone,1
2930,City Of Cincinnati,Tablet,1
2931,City Of Hope,Desktop,3
2932,City Of Hope,Smartphone,11
2933,City Of Hope,Tablet,1
2934,City of Seattle,Desktop,2
2935,City of Seattle,Smartphone,6
2936,City of Seattle,Tablet,3
2937,CityPASS,Smartphone,4
2938,City- University Of London,Desktop,231
2939,City- University Of London,Smartphone,996
2940,City- University Of London,Tablet,36
2941,CJ Group,Desktop,16
2942,CJ Group,Smartphone,213
2943,CJ Group,Tablet,6
2944,CJ Pony Parts,Desktop,16
2945,CJ Pony Parts,Smartphone,28
2946,CJ Pony Parts,Tablet,5
2947,Clabere Negocios,Desktop,2
2948,Clariness,Desktop,1
2949,Clariness,Smartphone,2
2950,Clarins Group,Desktop,63
2951,Clarins Group,Smartphone,39
2952,Clarins Group,Tablet,11
2953,Clarity Coverdale Fury Advertising- Inc. 20949458,Smartphone,1
2954,Clarks,Desktop,3771
2955,Clarks,Smartphone,16509
2956,Clarks,Tablet,4312
2957,Clarus Commerce,Desktop,18
2958,Clarus Commerce,Smartphone,8
2959,ClassifiedAds,Smartphone,6
2960,Clayton- Dubilier & Rice,Smartphone,3
2961,Clayton- Dubilier & Rice,Tablet,2
2962,Clear Bridge Group,Smartphone,1
2963,Clear Link Technologies,Desktop,183
2964,Clear Link Technologies,Smartphone,157
2965,Clear Link Technologies,Tablet,68
2966,Clear Mobile,Desktop,74
2967,Clear Mobile,Smartphone,167
2968,Clear Mobile,Tablet,11
2969,Cleartrip Travel Services,Desktop,211
2970,Cleartrip Travel Services,Smartphone,56
2971,Cleartrip Travel Services,Tablet,2
2972,Cleor,Desktop,1
2973,Cleor,Smartphone,6
2974,Cleveland Clinic,Desktop,19
2975,Cleveland Clinic,Smartphone,99
2976,Cleveland Clinic,Tablet,19
2977,Clickatell,Desktop,7
2978,Click n Compare Proprietary Limited,Desktop,102
2979,Click n Compare Proprietary Limited,Smartphone,148
2980,Click n Compare Proprietary Limited,Tablet,10
2981,Clicks Group,Desktop,55
2982,Clicks Group,Smartphone,66
2983,Clicks Group,Tablet,2
2984,Clientele Life,Smartphone,2
2985,Clogau Gold of Wales Ltd,Desktop,66
2986,Clogau Gold of Wales Ltd,Smartphone,113
2987,Clogau Gold of Wales Ltd,Tablet,48
2988,Closed Direct GmbH,Connected TV,1
2989,Closed Direct GmbH,Desktop,92
2990,Closed Direct GmbH,Smartphone,32
2991,Closed Direct GmbH,Tablet,10
2992,Closet Factory,Desktop,4
2993,Closet Factory,Smartphone,12
2994,Closet Factory,Tablet,3
2995,ClothingSites,Connected TV,1
2996,ClothingSites,Desktop,112
2997,ClothingSites,Smartphone,338
2998,ClothingSites,Tablet,70
2999,Cloudera,Smartphone,1
3000,Cloudlearn Ltd,Desktop,32
3001,Cloudlearn Ltd,Tablet,2
3002,Club Factory,Smartphone,70
3003,ClubLink,Smartphone,2
3004,Club Mediteranee,Desktop,27
3005,Club Mediteranee,Tablet,4
3006,Club Mediterranee,Desktop,188
3007,Club Mediterranee,Smartphone,18
3008,Club Mediterranee,Tablet,150
3009,Club Melatonin,Desktop,13
3010,Club Melatonin,Smartphone,2
3011,Clues Network,Desktop,1
3012,Clues Network,Smartphone,2
3013,Cluse,Desktop,8
3014,Cluse,Smartphone,18
3015,Clydesdale Bank and Yorkshire Bank,Tablet,1
3016,CMC Markets,Desktop,2230
3017,CMC Markets,Smartphone,200
3018,CMC Markets,Tablet,177
3019,CMS Energy,Desktop,3
3020,CMS Energy,Smartphone,2
3021,CNA,Smartphone,3
3022,CNH Industrial,Desktop,27
3023,CNH Industrial,Smartphone,61
3024,CNH Industrial,Tablet,2
3025,Coast Capital Savings Credit Union,Desktop,93
3026,Coast Capital Savings Credit Union,Smartphone,26
3027,Coast Capital Savings Credit Union,Tablet,43
3028,Coast Hotels & Resorts,Desktop,19
3029,Coast Hotels & Resorts,Tablet,1
3030,Coca-Cola Company,Desktop,788
3031,Coca-Cola Company,Smartphone,730
3032,Coca-Cola Company,Tablet,147
3033,Cochlear,Desktop,1
3034,Cochlear,Smartphone,13
3035,Cochlear,Tablet,5
3036,Code 42 Software,Smartphone,1
3037,Codefied Inc.,Smartphone,2
3038,Codency.com Inc,Desktop,1
3039,Code Techno (MapStab),Desktop,6
3040,Coelho Da Fonseca,Desktop,2
3041,Coelho Da Fonseca,Smartphone,2
3042,Cofisel,Desktop,582
3043,Cofisel,Smartphone,739
3044,Cofisel,Tablet,427
3045,Cofra Group,Desktop,64
3046,Cofra Group,Smartphone,149
3047,Cofra Group,Tablet,14
3048,COGECO,Smartphone,1
3049,Cognizant Technology Solutions,Desktop,2
3050,Cognizant Technology Solutions,Smartphone,2
3051,Cohen's Fashion Optical,Desktop,1
3052,Cohen's Fashion Optical,Smartphone,17
3053,Cohen's Fashion Optical,Tablet,4
3054,Cohort Digital,Desktop,2
3055,Cohort Digital,Smartphone,7
3056,Cohort Digital,Tablet,1
3057,Coin Furniture: Dwell,Desktop,191
3058,Coin Furniture: Dwell,Smartphone,253
3059,Coin Furniture: Dwell,Tablet,79
3060,Colchonerias La Tienda Home,Smartphone,2
3061,Coldwater Creek,Desktop,7
3062,Coldwater Creek,Smartphone,11
3063,Coldwater Creek,Tablet,10
3064,Colette By Colette Hayman,Desktop,19
3065,Colette By Colette Hayman,Smartphone,7
3066,Colgate-Palmolive,Desktop,61
3067,Colgate-Palmolive,Smartphone,219
3068,Colgate-Palmolive,Tablet,56
3069,Collector Square,Desktop,1
3070,Collector Square,Smartphone,2
3071,Collette Travel Service,Smartphone,2
3072,Colliers International,Desktop,6
3073,Colliers International,Smartphone,20
3074,Colliers International,Tablet,12
3075,colmobil,Desktop,14
3076,colmobil,Smartphone,27
3077,colmobil,Tablet,4
3078,Colombiana de Comercio,Desktop,2
3079,Colombiana de Comercio,Smartphone,9
3080,Colombiana de Comercio,Tablet,1
3081,Colonial Penn,Smartphone,2
3082,Colonial Williamsburg,Smartphone,3
3083,Colony Brands,Smartphone,9
3084,Colony Brands,Tablet,1
3085,Coloplast,Desktop,4
3086,Coloplast,Smartphone,27
3087,Coloplast,Tablet,15
3088,Colorado Kayak Supply/Center For Adaptive Paddling,Desktop,2
3089,Colorado State University,Desktop,8
3090,Colorado State University,Smartphone,44
3091,Colorado State University,Tablet,4
3092,Colorado Tourism Office,Smartphone,7
3093,Colorado Tourism Office,Tablet,2
3094,Colruyt Group,Desktop,396
3095,Colruyt Group,Smartphone,319
3096,Colruyt Group,Tablet,179
3097,Columbia Regional Airport,Smartphone,2
3098,Columbia Southern University,Smartphone,20
3099,Columbia Southern University,Tablet,2
3100,Columbia Sportswear,Desktop,23
3101,Columbia Sportswear,Smartphone,37
3102,Columbia Sportswear,Tablet,4
3103,Columbia University,Desktop,29
3104,Columbia University,Smartphone,30
3105,Columbia University,Tablet,1
3106,Comarch Capital Group,Desktop,42
3107,Comarch Capital Group,Smartphone,236
3108,Comarch Capital Group,Tablet,47
3109,Combe Incorporated,Desktop,18
3110,Combe Incorporated,Smartphone,4
3111,Combe Incorporated,Tablet,3
3112,Comcast Corporation,Desktop,921
3113,Comcast Corporation,Smartphone,3055
3114,Comcast Corporation,Tablet,578
3115,Come2bcn,Tablet,1
3116,Comercializadora,Smartphone,2
3117,Comerica,Smartphone,3
3118,Commercelink,Desktop,3
3119,Commerzbank Group,Desktop,1
3120,Commerzbank Group,Smartphone,2
3121,Commmeasure Solutions,Desktop,57
3122,Commmeasure Solutions,Smartphone,160
3123,Commmeasure Solutions,Tablet,1
3124,CommonBond LLC,Desktop,2
3125,CommonBond LLC,Smartphone,19
3126,Commonwealth Bank of Australia,Desktop,1278
3127,Commonwealth Bank of Australia,Smartphone,264
3128,Commonwealth Bank of Australia,Tablet,6
3129,Commonwealth Government of Australia,Connected TV,1
3130,Commonwealth Government of Australia,Desktop,455
3131,Commonwealth Government of Australia,Smartphone,1391
3132,Commonwealth Government of Australia,Tablet,112
3133,Commonwealth of the Bahamas,Desktop,2
3134,Commonwealth of the Bahamas,Smartphone,6
3135,Commonwealth of the Bahamas,Tablet,2
3136,Commonwealth Of Virginia,Desktop,1
3137,Commonwealth Of Virginia,Smartphone,8
3138,Commonwealth Of Virginia,Tablet,1
3139,CommScope,Desktop,4
3140,CommScope,Smartphone,426
3141,CommScope,Tablet,42
3142,Communitaiment,Desktop,23
3143,Communitaiment,Smartphone,864
3144,Communitaiment,Tablet,24
3145,Commvault,Smartphone,1
3146,Como Group,Desktop,9
3147,Como Group,Smartphone,1
3148,Compagnie Des Alpes,Desktop,6
3149,Compagnie Des Alpes,Smartphone,4
3150,Compagnie Des Alpes,Tablet,1
3151,Compagnie Des Animaux,Desktop,11
3152,Compagnie Des Animaux,Smartphone,9
3153,Compagnie Du Ponant,Desktop,4
3154,Compagnie Du Ponant,Smartphone,10
3155,Compagnie Du Ponant,Tablet,5
3156,Compagnie Francaise Des Loueurs De Skis,Desktop,18
3157,Compagnie Francaise Des Loueurs De Skis,Smartphone,16
3158,Compagnie Industriali Riunite,Desktop,3
3159,Compagnie Industriali Riunite,Smartphone,1
3160,Companeo Groupe,Desktop,6
3161,Companeo Groupe,Smartphone,13
3162,Companeo Groupe,Tablet,1
3163,Compania Cervecerias Unidas,Desktop,5
3164,Compania Cervecerias Unidas,Smartphone,6
3165,Compare88 Group,Desktop,12
3166,Compare88 Group,Smartphone,38
3167,Compare88 Group,Tablet,1
3168,comparefr.com,Desktop,7
3169,comparefr.com,Smartphone,11
3170,comparefr.com,Tablet,4
3171,Compare Group,Desktop,3
3172,Compare Group,Smartphone,8
3173,Compare Group,Tablet,10
3174,CompareMarts,Smartphone,21
3175,CompareMarts,Tablet,4
3176,Compass Telecom,Desktop,132
3177,Compass Telecom,Smartphone,60
3178,Compass Telecom,Tablet,7
3179,Complete Auto Repair LLC,Smartphone,4
3180,Completeblinds,Smartphone,1
3181,Complete Savage ltd,Desktop,46
3182,Complete Savage ltd,Smartphone,35
3183,Complete Savage ltd,Tablet,13
3184,CompressionSale,Smartphone,4
3185,CompressionSale,Tablet,4
3186,Computershare,Tablet,1
3187,Comtrade Group,Desktop,6
3188,Comtrade Group,Smartphone,13
3189,Comtrade Group,Tablet,5
3190,Comunitainment,Smartphone,1
3191,Comvest Holding,Desktop,9
3192,Comvest Holding,Tablet,9
3193,ConAgra Brands,Desktop,28
3194,ConAgra Brands,Smartphone,13
3195,ConAgra Brands,Tablet,2
3196,Conair,Desktop,6
3197,Conair,Smartphone,5
3198,Conair,Tablet,2
3199,Concord Tourism Improvement District (TID),Smartphone,2
3200,Concur,Desktop,32
3201,Concur,Smartphone,19
3202,Concur,Tablet,3
3203,Conduit,Smartphone,1
3204,Conference and Visitors Bureau of Montgomery County Maryland,Smartphone,8
3205,Cong Ty TNHH Cao Phong,Desktop,2
3206,Cong Ty TNHH Cao Phong,Smartphone,25
3207,Cong Ty TNHH Cao Phong,Tablet,4
3208,Connect Distribution Services,Desktop,5
3209,Connect Distribution Services,Smartphone,3
3210,Connect Distribution Services,Tablet,2
3211,Connecticut State Department of Economic & Community Development,Smartphone,6
3212,Connection Flooring Ltd.,Desktop,102
3213,Connection Flooring Ltd.,Smartphone,226
3214,Connection Flooring Ltd.,Tablet,58
3215,ConnectWise,Desktop,130
3216,ConnectWise,Smartphone,1
3217,Conns,Smartphone,31
3218,ConocoPhillips,Desktop,1
3219,ConocoPhillips,Smartphone,17
3220,ConocoPhillips,Tablet,2
3221,Conrad Electronic,Desktop,370
3222,Conrad Electronic,Smartphone,56
3223,Conrad Electronic,Tablet,18
3224,Conservative Review,Smartphone,15
3225,Conservative Review,Tablet,1
3226,Consim Info,Smartphone,48
3227,Consolidated Edison,Desktop,31
3228,Consolidated Edison,Tablet,17
3229,Consortio Fashion Group,Desktop,76
3230,Consortio Fashion Group,Smartphone,76
3231,Consortio Fashion Group,Tablet,6
3232,Constellation Brands,Desktop,1
3233,Consumer Cellular,Smartphone,12
3234,Consumer Cellular,Tablet,4
3235,Consumers Union,Desktop,28
3236,Consumers Union,Smartphone,42
3237,Consumers Union,Tablet,44
3238,Contact Energy,Desktop,42
3239,Contact Energy,Smartphone,23
3240,Contact Energy,Tablet,7
3241,Contagious Online Media Network Pvt Ltd,Smartphone,14
3242,ContextLogic,Desktop,91
3243,ContextLogic,Smartphone,16330
3244,ContextLogic,Tablet,529
3245,ContiClub,Desktop,57
3246,ContiClub,Smartphone,188
3247,ContiClub,Tablet,13
3248,Conversant,Desktop,1
3249,Conversant,Smartphone,41
3250,Conversant,Tablet,3
3251,Cookies By Design,Desktop,2
3252,Cookies By Design,Smartphone,2
3253,Cool Asian Beauty,Smartphone,1
3254,Cool Asian Beauty,Tablet,1
3255,Coolblue,Desktop,1725
3256,Coolblue,Smartphone,183
3257,Coolblue,Tablet,17
3258,Coop,Desktop,429
3259,Coop,Smartphone,137
3260,Coop,Tablet,38
3261,Co-operative Group,Desktop,17
3262,Co-operative Group,Smartphone,261
3263,Coosto B.V.,Smartphone,2
3264,Copa Airlines,Desktop,4
3265,Copa Airlines,Smartphone,1
3266,Coppel,Desktop,2
3267,Coppel,Smartphone,7
3268,Coppel,Tablet,2
3269,Coravin,Desktop,5
3270,Coravin,Smartphone,64
3271,Coravin,Tablet,4
3272,Cord Blood Registry,Smartphone,14
3273,Corel Corporation,Connected TV,6
3274,Corel Corporation,Desktop,4099
3275,Corel Corporation,Smartphone,20
3276,Corello Comercial,Desktop,8
3277,Corello Comercial,Smartphone,1
3278,Corendon,Desktop,23
3279,Corendon,Smartphone,28
3280,Corendon,Tablet,7
3281,Corner Bank,Desktop,1
3282,Corner Bank,Smartphone,3
3283,Coronation Fund Managers,Desktop,11
3284,Coronation Fund Managers,Smartphone,2
3285,Coronation Fund Managers,Tablet,1
3286,Corporate Travel Management,Desktop,991
3287,Corporate Travel Management,Smartphone,26
3288,Cortex Power,Desktop,1
3289,CoStar Group,Desktop,168
3290,CoStar Group,Smartphone,261
3291,CoStar Group,Tablet,94
3292,Costume Super Center,Connected TV,2
3293,Costume Super Center,Desktop,198
3294,Costume Super Center,Smartphone,233
3295,Costume Super Center,Tablet,52
3296,COTA CONTEMPLADA SERVICOS EM CONSORCIO LTDA ME,Smartphone,2
3297,COTA CONTEMPLADA SERVICOS EM CONSORCIO LTDA ME,Tablet,3
3298,Cotton Ink,Desktop,18
3299,Cotton Ink,Smartphone,16
3300,Cotton Ink,Tablet,1
3301,Coty,Desktop,914
3302,Coty,Smartphone,934
3303,Coty,Tablet,137
3304,Counter Brands,Desktop,5
3305,Counter Brands,Smartphone,5
3306,Counter Brands,Tablet,2
3307,COUNTRY Financial,Smartphone,1
3308,COUNTRY HARDWOOD,Desktop,18
3309,COUNTRY HARDWOOD,Smartphone,7
3310,COUNTRY HARDWOOD,Tablet,2
3311,COUROQUIMICA COUROS E ACABAMENTOS LTDA,Smartphone,3
3312,Coursera,Desktop,194
3313,Coursera,Smartphone,79
3314,Coursera,Tablet,5
3315,COVEA,Desktop,7
3316,COVEA,Smartphone,47
3317,COVEA,Tablet,4
3318,Coventry University,Smartphone,1
3319,CoverClicks,Connected TV,1
3320,CoverClicks,Desktop,58
3321,CoverClicks,Smartphone,49
3322,CoverClicks,Tablet,180
3323,Cox Enterprises,Connected TV,1
3324,Cox Enterprises,Desktop,587
3325,Cox Enterprises,Smartphone,1039
3326,Cox Enterprises,Tablet,201
3327,Cox & Kings,Desktop,258
3328,Cox & Kings,Smartphone,992
3329,Cox & Kings,Tablet,127
3330,Coyuchi,Smartphone,3
3331,Coyuchi,Tablet,1
3332,CPA Australia,Desktop,2
3333,CPA Australia,Smartphone,29
3334,CPA Australia,Tablet,18
3335,CPO Commerce,Smartphone,5
3336,Cranbrook Glen Enterprises,Desktop,13
3337,Create,Smartphone,1
3338,Creative Copias,Desktop,2
3339,Creative Copias,Smartphone,11
3340,Creative Copias,Tablet,3
3341,CreativeLive,Desktop,4
3342,CreativeLive,Smartphone,2
3343,Creative Market Labs,Desktop,5
3344,Creative Market Labs,Smartphone,8
3345,Credit Agricole,Desktop,400
3346,Credit Agricole,Smartphone,399
3347,Credit Agricole,Tablet,330
3348,CREDIT CORP GROUP LIMITED,Desktop,8
3349,CREDIT CORP GROUP LIMITED,Smartphone,11
3350,CREDIT CORP GROUP LIMITED,Tablet,1
3351,Credit Karma,Desktop,69
3352,Credit Karma,Smartphone,678
3353,Credit Karma,Tablet,352
3354,Credit Mutuel,Desktop,16
3355,Credit Mutuel,Smartphone,11
3356,Credit Mutuel,Tablet,4
3357,Credito Real,Desktop,1
3358,Credito Real,Smartphone,1
3359,Credit Suisse Group,Desktop,36
3360,Credit Suisse Group,Smartphone,70
3361,Credit Suisse Group,Tablet,15
3362,Credit Union Australia,Desktop,7
3363,Creighton University,Smartphone,26
3364,Crew Clothing,Desktop,59
3365,Crew Clothing,Smartphone,123
3366,Crew Clothing,Tablet,55
3367,Criteria CaixaHolding,Desktop,62
3368,Criteria CaixaHolding,Smartphone,3
3369,Criteria CaixaHolding,Tablet,1
3370,Croatian National Tourist Board,Desktop,193
3371,Croatian National Tourist Board,Smartphone,2503
3372,Croatian National Tourist Board,Tablet,3
3373,Crocs,Connected TV,1
3374,Crocs,Desktop,398
3375,Crocs,Smartphone,366
3376,Crocs,Tablet,458
3377,Crowe Horwath,Smartphone,4
3378,Crown Awards,Smartphone,8
3379,CrownBet,Desktop,11
3380,CrownBet,Smartphone,33
3381,CrownBet,Tablet,3
3382,Crown Holdings,Desktop,58
3383,Crown Holdings,Smartphone,108
3384,Crown Holdings,Tablet,22
3385,Crown Oil,Desktop,1498
3386,Crown Oil,Smartphone,2007
3387,Crown Oil,Tablet,655
3388,Crownshield Travel,Tablet,1
3389,Crutchfield New Media,Desktop,40
3390,Crutchfield New Media,Smartphone,2
3391,Crutchfield New Media,Tablet,30
3392,Cruxton Travel,Smartphone,2
3393,Cruzeiro do Sul,Desktop,3
3394,Cruzeiro do Sul,Smartphone,1
3395,Crystal Hotels,Desktop,10
3396,Crystal Hotels,Smartphone,7
3397,Crystal Hotels,Tablet,14
3398,Crystal Springs Resort,Desktop,1
3399,Crystal Springs Resort,Smartphone,379
3400,Crystal Springs Resort,Tablet,8
3401,CSG,Desktop,113
3402,CSG,Smartphone,6
3403,CSG,Tablet,75
3404,CSR Building Products,Tablet,1
3405,Ctrip,Desktop,143
3406,Ctrip,Smartphone,263
3407,Ctrip,Tablet,13
3408,CTS Eventim,Desktop,17
3409,CTS Eventim,Smartphone,36
3410,CTS Eventim,Tablet,13
3411,Cty CP Dịch Vụ Phát Triển Người Dùng MKO,Smartphone,1
3412,CubeSmart,Desktop,1
3413,CubeSmart,Smartphone,1
3414,CueMath,Smartphone,6
3415,cuisines-aviva.com,Smartphone,1
3416,cuisines-aviva.com,Tablet,1
3417,Culligan International,Desktop,4
3418,Culligan International,Smartphone,7
3419,Culligan International,Tablet,1
3420,CULT FURNITURE LTD,Desktop,324
3421,CULT FURNITURE LTD,Smartphone,706
3422,CULT FURNITURE LTD,Tablet,94
3423,Cultura,Desktop,3
3424,Cultura,Smartphone,1
3425,Cultura Inglesa,Smartphone,2
3426,Culture Convenience Club,Desktop,11
3427,Culture Kings,Desktop,167
3428,Culture Kings,Smartphone,188
3429,Culture Kings,Tablet,13
3430,Cummins,Desktop,1
3431,Cummins,Smartphone,24
3432,Cupid Media,Desktop,2
3433,Cupid Media,Smartphone,2
3434,CuriosityStream,Desktop,15
3435,CuriosityStream,Smartphone,349
3436,CuriosityStream,Tablet,29
3437,Currencies Direct Ltd,Desktop,43
3438,Currencies Direct Ltd,Smartphone,26
3439,Currencies Direct Ltd,Tablet,38
3440,Currency One,Desktop,3
3441,CurrentBankForeclosures.com,Smartphone,5
3442,Currituck Tourism,Desktop,84
3443,Currituck Tourism,Smartphone,39
3444,Currituck Tourism,Tablet,9
3445,Cursos CCC,Desktop,25
3446,Cursos CCC,Smartphone,49
3447,Cursos CCC,Tablet,1
3448,Curves International- Inc.,Desktop,3
3449,Curves International- Inc.,Smartphone,9
3450,CU Solutions Group,Desktop,1
3451,CU Solutions Group,Smartphone,8
3452,CustomInk.com,Desktop,3
3453,CustomInk.com,Smartphone,6
3454,CustomInk.com,Tablet,1
3455,Cuyahoga County Public Library,Smartphone,1
3456,CVC Brasil,Desktop,19
3457,CVC Brasil,Smartphone,8
3458,CVC Brasil,Tablet,1
3459,CVC Capital Partners,Connected TV,2
3460,CVC Capital Partners,Desktop,886
3461,CVC Capital Partners,Smartphone,684
3462,CVC Capital Partners,Tablet,74
3463,Cvent,Desktop,77
3464,Cvent,Smartphone,215
3465,Cvent,Tablet,6
3466,CV Library,Connected TV,2
3467,CV Library,Desktop,1286
3468,CV Library,Smartphone,1648
3469,CV Library,Tablet,158
3470,CVS Caremark,Smartphone,236
3471,CVS Caremark,Tablet,9
3472,CyberAgent,Desktop,1
3473,CyberAgent,Smartphone,54
3474,CyberAgent,Tablet,7
3475,Cyberlink,Desktop,20
3476,Cyberlink,Tablet,1
3477,Cyberpower,Desktop,67
3478,Cyberpower,Smartphone,105
3479,Cyberpower,Tablet,19
3480,Cyber University Of Korea,Tablet,1
3481,Cybevasion,Desktop,10
3482,Cyrela,Desktop,6
3483,Czech Aeroholding,Smartphone,1
3484,Czerwona Torebka,Desktop,7
3485,D3T Distribution,Desktop,2
3486,D3T Distribution,Smartphone,4
3487,Dacia Dealers,Desktop,78
3488,Dacia Dealers,Smartphone,224
3489,Dacia Dealers,Tablet,49
3490,Dahong & Zenif,Desktop,5
3491,Dahong & Zenif,Smartphone,3
3492,Daihatsu Dealers,Smartphone,1
3493,Daiichi Commodities,Desktop,1
3494,Daiichi Sankyo,Desktop,1
3495,Daikin Industries,Desktop,24
3496,Daikin Industries,Smartphone,11
3497,Daikin Industries,Tablet,2
3498,Dailyhunt,Smartphone,17
3499,Daily Mail & General Trust,Desktop,767
3500,Daily Mail & General Trust,Smartphone,1729
3501,Daily Mail & General Trust,Tablet,197
3502,Daily Penny Alerts,Desktop,417
3503,Daily Penny Alerts,Smartphone,202
3504,Daily Penny Alerts,Tablet,534
3505,Dailysale,Smartphone,2
3506,Dailysale,Tablet,1
3507,Daimler Group,Desktop,236
3508,Daimler Group,Smartphone,534
3509,Daimler Group,Tablet,110
3510,Dairy Farmers Of America,Smartphone,1
3511,Daito Trust Construction,Desktop,2
3512,Daito Trust Construction,Smartphone,3
3513,Daka90,Smartphone,1
3514,DAKOTAPARTS COM DE PECAS E ACESSORIOS AUTOMOTORES LTDA ME,Desktop,2
3515,Dalata Hotel Group,Desktop,382
3516,Dalata Hotel Group,Smartphone,230
3517,Dalata Hotel Group,Tablet,445
3518,Dale Carnegie & Associates,Desktop,5
3519,Dale Carnegie & Associates,Smartphone,1
3520,Dalian Wanda Group,Desktop,13
3521,Dalian Wanda Group,Smartphone,182
3522,Dalian Wanda Group,Tablet,5
3523,Dallas Convention and Visitors Bureau,Smartphone,2
3524,Dallas County Community College District,Desktop,4
3525,Dallas County Community College District,Tablet,11
3526,DAMAC Properties,Desktop,11
3527,DAMAC Properties,Smartphone,38
3528,DAMAC Properties,Tablet,202
3529,Danaher Corporation,Desktop,41
3530,Danaher Corporation,Smartphone,47
3531,Danaher Corporation,Tablet,4
3532,Dancover,Desktop,149
3533,Dancover,Smartphone,37
3534,Dancover,Tablet,30
3535,Daniel Wellington,Smartphone,3
3536,Danish Technological Institute,Desktop,5
3537,Danish Technological Institute,Smartphone,3
3538,Danner-danner.com,Desktop,6
3539,Danner-danner.com,Smartphone,192
3540,Danner-danner.com,Tablet,4
3541,Danske Bank Group,Desktop,69
3542,Danske Bank Group,Smartphone,36
3543,Danske Bank Group,Tablet,12
3544,Danubius Hotels,Desktop,8
3545,Danubius Hotels,Smartphone,90
3546,Darden Restaurants,Desktop,11
3547,Darden Restaurants,Smartphone,100
3548,Darden Restaurants,Tablet,9
3549,Darlings of Chelsea,Desktop,173
3550,Darlings of Chelsea,Smartphone,141
3551,Darlings of Chelsea,Tablet,116
3552,D'Artagnan,Smartphone,2
3553,Dart Group,Desktop,2629
3554,Dart Group,Smartphone,5664
3555,Dart Group,Tablet,2913
3556,Dasha Online Srl,Desktop,1
3557,Dasha Online Srl,Tablet,5
3558,Dassault Group,Desktop,51
3559,Dassault Group,Smartphone,34
3560,Dassault Group,Tablet,20
3561,databarracks,Desktop,3
3562,databarracks,Smartphone,3
3563,DATA Communications Management,Smartphone,5
3564,Datart,Desktop,4
3565,Datart,Smartphone,5
3566,DataSphere Technologies,Smartphone,29
3567,DataXu,Desktop,1
3568,DataXu,Smartphone,2
3569,DataXu,Tablet,1
3570,Dateyard,Smartphone,44
3571,Datwyler,Desktop,12
3572,Datwyler,Smartphone,3
3573,Datwyler,Tablet,1
3574,Dave & Buster's Holdings- Inc.,Smartphone,2
3575,David's Bridal- Inc.,Smartphone,7
3576,Davidson Morris Solicitors,Desktop,1
3577,Davidson Morris Solicitors,Smartphone,1
3578,Davids Tea,Desktop,61
3579,Davids Tea,Smartphone,23
3580,Davids Tea,Tablet,19
3581,Davli,Smartphone,5
3582,Davli,Tablet,6
3583,Davos,Desktop,4
3584,Davos,Smartphone,9
3585,Davos,Tablet,1
3586,DaWanda,Desktop,3
3587,Dawson Media,Desktop,1
3588,Dawson Media,Smartphone,1
3589,Dayuse,Desktop,5
3590,Dayuse,Smartphone,44
3591,Daz Productions,Desktop,13
3592,DBS Bank,Desktop,122
3593,DBS Bank,Smartphone,510
3594,DBS Bank,Tablet,93
3595,DC Thomson,Desktop,350
3596,DC Thomson,Smartphone,224
3597,DC Thomson,Tablet,64
3598,Deaf Lottery,Desktop,1
3599,De Agostini,Desktop,117
3600,De Agostini,Smartphone,47
3601,De Agostini,Tablet,23
3602,Deakin University,Desktop,483
3603,Deakin University,Smartphone,186
3604,Deakin University,Tablet,26
3605,DealDash,Smartphone,3
3606,Dealer Direct,Desktop,3
3607,Dealer Direct,Smartphone,8
3608,Deal Extreme,Smartphone,1
3609,Dean Foods,Smartphone,12
3610,Debenhams,Desktop,3
3611,Debenhams,Smartphone,97
3612,Debenhams,Tablet,2
3613,Debt Relief Center,Smartphone,15
3614,Debt Relief Center,Tablet,6
3615,Decathlon Online SEA,Desktop,2
3616,Decathlon Online SEA,Smartphone,2
3617,Decathlon Sports,Desktop,10
3618,Decathlon Sports,Smartphone,82
3619,Decathlon Sports,Tablet,1
3620,Deciem,Smartphone,26
3621,Deckers,Desktop,125
3622,Deckers,Smartphone,3365
3623,Deckers,Tablet,180
3624,Decoplus Parquet,Desktop,1
3625,Deep English,Smartphone,1
3626,Deerberg,Desktop,4
3627,Deerberg,Smartphone,1
3628,DeFacto,Desktop,1
3629,DeFacto,Smartphone,4
3630,DeFacto,Tablet,1
3631,DefShop,Desktop,14
3632,DefShop,Smartphone,10
3633,DefShop,Tablet,2
3634,Deguise Toi,Desktop,10
3635,Deguise Toi,Smartphone,2
3636,De Hypotheker,Desktop,2
3637,De Hypotheker,Smartphone,1
3638,De Hypotheker,Tablet,1
3639,Deichmann,Connected TV,1
3640,Deichmann,Desktop,458
3641,Deichmann,Smartphone,1730
3642,Deichmann,Tablet,307
3643,Dekbed Discounter,Desktop,59
