,buyer,total_estimated_backfill_revenue,count
567,Vivaki SEA w/ TTD,0.015518134345258353,16
568,Vivaki Sweden w/DBM,0.2763659269488468,273
569,Vivaki (UAE) w/DBM,1.2209968178178239,2316
570,Vivaki UK Blue449 w/Amazon,1.1892407627412833,1285
571,Vivaki UK Starcom w/Amazon,0.0025439025697829003,2
572,Vivaki UK w/DBM,7.714101887025559,3160
573,Vivaki UK w/TheTradeDesk,1.116442093530164,347
574,Vivaki UK Zenith w/Amazon,0.05861329002354439,45
575,Vivaki US Digitas w/Amazon,0.023303495084500272,13
576,Vivaki US MediaVest w /Amazon,0.007675256429051058,6
577,Vivaki US Spark w/Amazon,0.07448145747433488,55
578,Vivaki US Starcom w/Amazon,0.08222162614596115,33
579,Vivaki US Zenith w/Amazon,0.002971173027239977,5
580,VivaKi w/ Invite Media,0.02686956005635356,14
581,Vuble.tv,0.07356529101267212,20
582,Wavemaker UK w/Amazon,2.212890394673207,2865
583,Wayfair w/ AppNexus,0.6779220979326169,317
584,Webranking w/DBM,0.0051929794060167735,29
585,webrepublic w/DBM,0.2072943708050838,149
586,Wider Planet,0.003638372280038334,26
587,Xaxis AU w/ AppNexus,0.0018865634044643214,2
588,Xaxis AU w/ The Trade Desk,0.3427136339263209,82
589,Xaxis Belgium v2 w/Appnexus,0.03990213068275104,16
590,Xaxis (CZ) w/AppNexus,0.006008079971011811,2
591,Xaxis DK w/AppNexus,0.03211266157372588,15
592,Xaxis EMEA w/The Trade Desk,1.4347355774648998,334
593,Xaxis HK c/o The Trade Desk,0.0108469179017132,12
594,Xaxis HK w/ DBM,0.024761966357550867,59
595,Xaxis ID c/o The Trade Desk,0.009400771738012327,34
596,Xaxis (IT) w/DBM,0.0015693972571981071,13
597,Xaxis (MENA) w/ DBM,0.23036779718172257,356
598,Xaxis RO w/AppNexus,0.0010451692728565404,1
599,Xaxis SG w/ TTD,0.11705978023388917,197
600,Xaxis (SK) w/AppNexus,0.0004626024375929499,1
601,Xaxis US w/ Amazon,0.06934024352758694,24
602,Xaxis w/ Amazon (CA),0.6558848024153116,210
603,Xaxis w/ AppNexus,0.0019876293011320528,2
604,Xaxis w/ Invite Media,10.474865577490798,4955
605,Xaxis w/ The Trade Desk,0.007914363550435689,3
606,Xaxis w/ The Trade Desk (CA),0.07791112456938457,62
607,Yandex.ru,0.000297445972306657,9
608,Yourposition w/DBM,0.09876849628494307,33
609,Zalando w/ Invite Media,0.15783863702838388,117
610,Zamplus,0.0010024422271108328,4
611,Zebestof EMEA,0.00010517426645097262,1
612,Zemanta,0.16862064268752186,1964
613,Zenith Optimedia (IL) w/ DBM,0.004430465974247222,41
614,Zenith_Reckitt Benckiser_APAC​ w/ DBM ​,0.001391915682562091,9
615,Zenith_Reckitt Benckiser_NA w/ DBM,0.1145980450597711,42
616,Zenith Vivaki UK w/TheTradeDesk,2.2872453143582177,382
617,ZER Advertising (TR) w/DBM,0.008257823264314647,44
618,Ziff Davis_DBM,0.008361354182852323,5
619,Zucks Inc.,0.00020377514124875947,1
