,advertiser,devicecategory,count
6928,İpek Bilgisayar Ltd. Şti. - 13589712,Smartphone,1
6929,Ipswitch,Smartphone,3
6930,Ipsy,Desktop,1
6931,Ipsy,Smartphone,8
6932,IQ Test,Desktop,12
6933,IQ Test,Smartphone,2
6934,IQ Test,Tablet,3
6935,IQVIA,Desktop,1
6936,IRC,Desktop,5
6937,IRC,Smartphone,29
6938,Irish Times,Desktop,2
6939,Irish Times,Smartphone,4
6940,Irish Times,Tablet,9
6941,iRobot,Desktop,51
6942,iRobot,Smartphone,82
6943,iRobot,Tablet,7
6944,Iron Mountain,Desktop,69
6945,Iron Mountain,Smartphone,28
6946,Iron Mountain,Tablet,29
6947,Irrijardin,Desktop,6
6948,Irrijardin,Smartphone,8
6949,Irrijardin,Tablet,7
6950,I-run.fr,Desktop,29
6951,I-run.fr,Smartphone,1
6952,I-run.fr,Tablet,3
6953,Irwin Mitchell,Desktop,418
6954,Irwin Mitchell,Smartphone,6
6955,Irwin Mitchell,Tablet,70
6956,Isabella Oliver,Desktop,3
6957,Isabella Oliver,Smartphone,19
6958,Isabella Oliver,Tablet,2
6959,iSalud Health Services,Desktop,219
6960,iSalud Health Services,Smartphone,357
6961,iSalud Health Services,Tablet,2380
6962,ISDI,Smartphone,1
6963,iSelect,Desktop,1
6964,iSelect,Smartphone,52
6965,Isetan Mitsukoshi,Smartphone,4
6966,Is GYO,Desktop,3
6967,Is GYO,Smartphone,3
6968,Isha Foundation,Desktop,3
6969,Isha Foundation,Smartphone,10
6970,Isha Foundation,Tablet,3
6971,Islamic Relief,Desktop,5
6972,Islamic Relief,Smartphone,8
6973,Israel Blessing,Desktop,38
6974,Israel Blessing,Smartphone,850
6975,Israel Blessing,Tablet,47
6976,Israeli Government,Connected TV,1
6977,Israeli Government,Desktop,152
6978,Israeli Government,Smartphone,18081
6979,Israeli Government,Tablet,89
6980,Isrotel - Hotels Chain,Desktop,10
6981,issta lines,Desktop,8
6982,issta lines,Tablet,1
6983,Istanbul Bilisim,Desktop,1
6984,Istanbul Bilisim,Smartphone,1
6985,Istituto Europeo di Design,Desktop,5
6986,Istituto Europeo di Design,Smartphone,14
6987,IST Media,Smartphone,2
6988,iStore,Desktop,23
6989,iStore,Smartphone,9
6990,iStore,Tablet,3
6991,Isuzu,Connected TV,1
6992,Isuzu,Desktop,21
6993,Isuzu,Smartphone,13
6994,Isuzu,Tablet,5
6995,Itatiaia,Desktop,1
6996,Itatiaia,Smartphone,1
6997,Itatiaia,Tablet,1
6998,Itaúsa,Desktop,1
6999,Itaúsa,Smartphone,4
7000,Itaúsa,Tablet,1
7001,ITC,Desktop,2
7002,ITC,Smartphone,2
7003,IT Channel Pty Ltd.,Desktop,3
7004,IT Channel Pty Ltd.,Smartphone,27
7005,Ithuba Holdings Proprietary,Desktop,655
7006,Ithuba Holdings Proprietary,Smartphone,20
7007,Ithuba Holdings Proprietary,Tablet,25
7008,iTutorGroup,Desktop,12
7009,iTutorGroup,Smartphone,2
7010,iTutorGroup,Tablet,2
7011,ITW Global Brands,Desktop,2
7012,ITW Global Brands,Smartphone,13
7013,ITW Global Brands,Tablet,2
7014,Iunigo,Desktop,7
7015,IWG,Desktop,49
7016,IWG,Smartphone,23
7017,IWG,Tablet,13
7018,IXL Learning,Connected TV,1
7019,IXL Learning,Desktop,127
7020,IXL Learning,Smartphone,207
7021,IXL Learning,Tablet,84
7022,Izenda,Smartphone,1
7023,iZettle,Desktop,66
7024,iZettle,Smartphone,86
7025,iZettle,Tablet,46
7026,Izidress,Desktop,46
7027,Izidress,Smartphone,36
7028,Izidress,Tablet,5
7029,j2 Global Communications,Connected TV,5
7030,j2 Global Communications,Desktop,2767
7031,j2 Global Communications,Smartphone,759
7032,j2 Global Communications,Tablet,586
7033,Jabbar Internet Group,Desktop,255
7034,Jabbar Internet Group,Smartphone,1787
7035,Jabbar Internet Group,Tablet,467
7036,JAB Holding,Desktop,85
7037,JAB Holding,Smartphone,213
7038,JAB Holding,Tablet,40
7039,Jack in the Box Group,Smartphone,7
7040,Jackson Hole Mountain Resort Corporation,Smartphone,4
7041,Jack Wolfskin,Desktop,23
7042,Jack Wolfskin,Smartphone,10
7043,Jack Wolfskin,Tablet,3
7044,Jacuzzi,Desktop,5
7045,Jacuzzi,Smartphone,8
7046,Jacuzzi,Tablet,4
7047,Jaguar Dealers,Desktop,2
7048,Jaguar Dealers,Smartphone,9
7049,Jako-O,Desktop,7
7050,Jako-O,Smartphone,11
7051,Jako-O,Tablet,25
7052,JAL,Desktop,38
7053,JAL,Smartphone,41
7054,JAL,Tablet,3
7055,Jamba Juice,Smartphone,137
7056,Jamba Juice,Tablet,6
7057,Jam City,Desktop,10
7058,Jam City,Smartphone,70
7059,Jam City,Tablet,4
7060,JamesAllen.com,Desktop,20
7061,JamesAllen.com,Smartphone,61
7062,JamesAllen.com,Tablet,2
7063,Jamplant,Desktop,3
7064,JamPlay- LLC,Desktop,9
7065,JamPlay- LLC,Smartphone,2
7066,JamPlay- LLC,Tablet,1
7067,Jamtangan.com,Desktop,25
7068,Jamtangan.com,Smartphone,34
7069,Jane,Smartphone,4
7070,JangmiJewelry.com,Smartphone,9
7071,JangmiJewelry.com,Tablet,6
7072,Japanet Takata,Desktop,1
7073,Japanet Takata,Smartphone,3
7074,Japan Grace,Desktop,10
7075,Japan Grace,Smartphone,12
7076,Japan Grace,Tablet,1
7077,Japan National Tourism Organization,Smartphone,1
7078,Japan Railways Group,Desktop,10
7079,Japan Railways Group,Smartphone,315
7080,Japan Railways Group,Tablet,230
7081,Jardine Matheson Holdings,Desktop,10
7082,Jardine Matheson Holdings,Smartphone,18
7083,Jardine Matheson Holdings,Tablet,10
7084,Jarir Bookstore,Desktop,127
7085,Jarir Bookstore,Smartphone,193
7086,Jarir Bookstore,Tablet,5
7087,Jasper MCC,Connected TV,1
7088,Jasper MCC,Desktop,30
7089,Jasper MCC,Smartphone,1236
7090,Jasper MCC,Tablet,6
7091,Jaumo,Smartphone,2
7092,Jawabkom.com,Desktop,15
7093,Jawabkom.com,Smartphone,66
7094,Jawabkom.com,Tablet,11
7095,Jazz Aspen Snowmass,Smartphone,1
7096,JBC,Desktop,2
7097,JB Hi-Fi,Desktop,111
7098,JB Hi-Fi,Smartphone,113
7099,JB Hi-Fi,Tablet,27
7100,J.B. Hunt Transport Services- Inc.,Smartphone,16
7101,JCB,Desktop,116
7102,JCB,Smartphone,143
7103,JCB,Tablet,31
7104,JCM First Venture,Smartphone,26
7105,JC Penney,Desktop,22
7106,JC Penney,Smartphone,230
7107,JC Penney,Tablet,17
7108,JCR EKOI,Desktop,1
7109,JCR EKOI,Smartphone,1
7110,J.Crew,Desktop,3
7111,J.Crew,Smartphone,61
7112,J.Crew,Tablet,4
7113,J D Byrider,Smartphone,17
7114,JD.com,Desktop,10
7115,JD.com,Smartphone,8
7116,JD Sports Fashion,Connected TV,1
7117,JD Sports Fashion,Desktop,2363
7118,JD Sports Fashion,Smartphone,7727
7119,JD Sports Fashion,Tablet,735
7120,Jeep Dealers,Desktop,20
7121,Jeep Dealers,Smartphone,13
7122,Jeep Dealers,Tablet,2
7123,Jegs High Performance,Desktop,1
7124,Jegs High Performance,Smartphone,2
7125,Jeronimo Martins,Desktop,4
7126,Jeronimo Martins,Smartphone,7
7127,Jersey Mike's Subs,Smartphone,6
7128,Jersey Tourism,Desktop,1
7129,Jersey Tourism,Smartphone,2
7130,Jet Airways,Desktop,29
7131,Jet Airways,Smartphone,656
7132,Jet Airways,Tablet,1
7133,JetBlue Airways,Smartphone,7
7134,JetBrains,Desktop,1
7135,JetBrains,Smartphone,1
7136,Jeudan,Desktop,35
7137,Jeudan,Smartphone,9
7138,Jeudan,Tablet,3
7139,Jewellery Quarter Bullion,Desktop,792
7140,Jewellery Quarter Bullion,Smartphone,281
7141,Jewellery Quarter Bullion,Tablet,103
7142,Jewelry Exchange,Desktop,20
7143,Jewelry Exchange,Smartphone,9
7144,Jewelry Exchange,Tablet,51
7145,J&F,Desktop,360
7146,J&F,Smartphone,12
7147,J&F,Tablet,131
7148,J. F. Shea,Desktop,8
7149,J. F. Shea,Smartphone,29
7150,J. F. Shea,Tablet,10
7151,JG Summit Holdings,Desktop,16
7152,JG Summit Holdings,Smartphone,47
7153,JG Summit Holdings,Tablet,8
7154,JG Wentworth,Desktop,1
7155,JG Wentworth,Smartphone,10
7156,JG Wentworth,Tablet,2
7157,Jiffy Lube,Desktop,1
7158,Jiffy Lube,Smartphone,59
7159,Jiffy Lube,Tablet,10
7160,Jigsaw Academy,Desktop,105
7161,Jigsaw Academy,Smartphone,163
7162,Jigsaw Academy,Tablet,35
7163,Jimdo,Desktop,8
7164,Jim Pattison Group,Desktop,6
7165,Jim Pattison Group,Smartphone,59
7166,Jim Pattison Group,Tablet,5
7167,Jin Jiang International,Desktop,22
7168,Jin Jiang International,Smartphone,16
7169,Jin Jiang International,Tablet,16
7170,JM,Tablet,1
7171,JM bruneau,Desktop,1
7172,JM bruneau,Tablet,1
7173,JM Bullion,Smartphone,4
7174,J M Smucker Company,Smartphone,8
7175,Jobindex,Desktop,2
7176,Jobindex,Smartphone,5
7177,JobisJob,Smartphone,1
7178,JobRapido,Desktop,16
7179,JobRapido,Smartphone,90
7180,JobRapido,Tablet,19
7181,Jobs 2 Careers,Smartphone,47
7182,jobstreet,Smartphone,2
7183,Jockey International,Desktop,10
7184,Jockey International,Smartphone,32
7185,Jockey International,Tablet,6
7186,JOE BROWNS LTD,Desktop,194
7187,JOE BROWNS LTD,Smartphone,186
7188,JOE BROWNS LTD,Tablet,83
7189,Joe's Jeans,Desktop,6
7190,Joe's Jeans,Smartphone,1
7191,Joe's Jeans,Tablet,3
7192,John Deere,Desktop,42
7193,John Deere,Smartphone,251
7194,John Deere,Tablet,267
7195,John Galt Refining,Smartphone,1
7196,John Gore Organization,Desktop,30
7197,John Gore Organization,Smartphone,21
7198,John Gore Organization,Tablet,8
7199,John Lewis Partnership,Desktop,3269
7200,John Lewis Partnership,Smartphone,3256
7201,John Lewis Partnership,Tablet,3002
7202,John Muir Health,Desktop,1
7203,John Muir Health,Smartphone,1
7204,John Norris,Desktop,101
7205,John Norris,Smartphone,23
7206,John Norris,Tablet,76
7207,Johns Hopkins University,Desktop,1
7208,Johns Hopkins University,Smartphone,1
7209,Johns Hopkins University,Tablet,1
7210,Johnson Controls,Connected TV,1
7211,Johnson Controls,Smartphone,1
7212,Johnson Health Tech,Smartphone,16
7213,Johnson Health Tech,Tablet,1
7214,Johnson & Johnson,Desktop,295
7215,Johnson & Johnson,Smartphone,2007
7216,Johnson & Johnson,Tablet,69
7217,Johnsonville Foods,Desktop,1
7218,Johnsonville Foods,Smartphone,2
7219,Johnsonville Foods,Tablet,2
7220,Jollibee,Smartphone,24
7221,Jollychic,Smartphone,42
7222,Jollychic,Tablet,7
7223,Jollyroom,Desktop,57
7224,Jollyroom,Smartphone,123
7225,Jollyroom,Tablet,4
7226,Jolly Tours,Desktop,25
7227,Jomashop,Desktop,25
7228,Jomashop,Smartphone,33
7229,Jomashop,Tablet,8
7230,Jones Group,Desktop,1
7231,Jones Group,Smartphone,5
7232,Jones Group,Tablet,1
7233,Jones Lang LaSalle,Desktop,3
7234,Jones Lang LaSalle,Smartphone,7
7235,Jones Lang LaSalle,Tablet,1
7236,Joom,Smartphone,17
7237,Joom,Tablet,1
7238,Jordan Telecom Group,Desktop,1
7239,Joshin Denki,Desktop,3
7240,Josko,Desktop,3
7241,Josko,Smartphone,3
7242,JOT,Desktop,16
7243,JOT,Smartphone,3
7244,JOT,Tablet,2
7245,JP Boden & Co,Desktop,287
7246,JP Boden & Co,Smartphone,163
7247,JP Boden & Co,Tablet,228
7248,JPL Group,Desktop,2
7249,JP Morgan Chase,Desktop,4
7250,JP Morgan Chase,Smartphone,118
7251,JP Morgan Chase,Tablet,8
7252,JPMorgan Chase & Co,Desktop,2
7253,JPMorgan Chase & Co,Smartphone,2
7254,JP Politikens Hus,Smartphone,1
7255,J Sainsbury,Connected TV,1
7256,J Sainsbury,Desktop,958
7257,J Sainsbury,Smartphone,6035
7258,J Sainsbury,Tablet,1543
7259,JTB,Desktop,5
7260,JTB,Smartphone,4
7261,Jucy Rentals,Desktop,3
7262,Jucy Rentals,Smartphone,2
7263,Jucy Rentals,Tablet,1
7264,Jula Holding Ab,Smartphone,1
7265,Jules,Desktop,1
7266,Jules B,Desktop,39
7267,Jules B,Smartphone,69
7268,Jules B,Tablet,23
7269,Jumeirah International,Desktop,187
7270,Jumeirah International,Smartphone,171
7271,Jumeirah International,Tablet,71
7272,JumpSport,Desktop,12
7273,Junglee Games,Desktop,255
7274,Junglee Games,Smartphone,9
7275,Juniper Networks,Desktop,4
7276,Juniper Networks,Smartphone,9
7277,Juniper Networks,Tablet,7
7278,Juniqe.com,Desktop,29
7279,Juniqe.com,Smartphone,39
7280,Juniqe.com,Tablet,8
7281,Justdial,Smartphone,1
7282,Just Eat,Desktop,249
7283,Just Eat,Smartphone,1897
7284,Just Eat,Tablet,204
7285,JustSystems,Desktop,1
7286,Juwai,Smartphone,1
7287,Juwai,Tablet,1
7288,Juwelo TV Deutschland GmbH,Desktop,9
7289,Juwelo TV Deutschland GmbH,Smartphone,19
7290,Juwelo TV Deutschland GmbH,Tablet,9
7291,Jysk,Desktop,65
7292,Jysk,Smartphone,315
7293,Jysk,Tablet,33
7294,K12,Desktop,6
7295,K12,Smartphone,20
7296,K7X,Smartphone,6
7297,K7X,Tablet,1
7298,K9 Ballistics,Smartphone,1
7299,Kaartje2go,Desktop,4
7300,Kaartje2go,Smartphone,5
7301,Kaartje2go,Tablet,1
7302,Kabam,Smartphone,30
7303,Kabbage- Inc,Desktop,2
7304,Kabbage- Inc,Smartphone,14
7305,KaBuM!,Desktop,6
7306,Kadokawa Dwango,Desktop,4
7307,Kadokawa Dwango,Smartphone,879
7308,Kadokawa Dwango,Tablet,10
7309,KAFT Tasarim Tekstil,Desktop,56
7310,KAFT Tasarim Tekstil,Smartphone,88
7311,KAFT Tasarim Tekstil,Tablet,5
7312,Kaiser Permanente,Desktop,19
7313,Kaiser Permanente,Smartphone,6
7314,Kaiser Permanente,Tablet,1
7315,Kakaku.com,Desktop,2
7316,Kakaku.com,Smartphone,2
7317,Kakaku.com,Tablet,1
7318,Kakao,Desktop,256
7319,Kakao,Smartphone,28
7320,Kakao,Tablet,50
7321,Kalahari Resorts,Smartphone,8
7322,Kalaydo,Smartphone,1
7323,Kalhaven Holdings,Desktop,10
7324,Kalhaven Holdings,Smartphone,58
7325,Kalhaven Holdings,Tablet,16
7326,Kalunga,Smartphone,1
7327,Kamera Express,Desktop,22
7328,Kamera Express,Smartphone,32
7329,Kamera Express,Tablet,12
7330,Kampgrounds of America- Inc.,Desktop,2
7331,Kampgrounds of America- Inc.,Smartphone,23
7332,Kampgrounds of America- Inc.,Tablet,3
7333,Kampusweb.com,Desktop,1
7334,Kampusweb.com,Smartphone,1
7335,Kaneka,Smartphone,1
7336,Kang,Desktop,2
7337,Kang,Smartphone,5
7338,Kansas State University,Smartphone,1
7339,Kao,Desktop,76
7340,Kao,Smartphone,95
7341,Kao,Tablet,39
7342,Kapal Api Global,Desktop,4
7343,Kapal Api Global,Smartphone,4
7344,KappAhl,Desktop,1
7345,Karavel,Desktop,17
7346,Karavel,Smartphone,8
7347,Karavel,Tablet,1
7348,Karisma Hotels & Resorts,Smartphone,4
7349,Karl Vögele AG,Desktop,11
7350,Karl Vögele AG,Smartphone,7
7351,Karmaloop,Smartphone,1
7352,Kasasa,Desktop,37
7353,Kasasa,Smartphone,22
7354,Kasasa,Tablet,40
7355,Kaseya,Desktop,13
7356,Kaseya,Smartphone,5
7357,Kaseya,Tablet,1
7358,Kasikorn Bank PCL,Tablet,1
7359,Kaspersky Lab,Desktop,425
7360,Kaspersky Lab,Smartphone,18
7361,Kaspersky Lab,Tablet,6
7362,Kaspi Bank,Desktop,1
7363,Kaspi Bank,Smartphone,2
7364,Kathmandu Holdings,Desktop,86
7365,Kathmandu Holdings,Smartphone,42
7366,Kathmandu Holdings,Tablet,15
7367,Kave Home,Desktop,2
7368,Kave Home,Smartphone,3
7369,Kavei Holiday,Desktop,21
7370,Kavei Holiday,Smartphone,3
7371,Kawasaki Heavy Industries,Smartphone,6
7372,Kayla Itsines,Smartphone,558
7373,Kaz,Smartphone,3
7374,KB금융그룹,Desktop,5
7375,KB금융그룹,Smartphone,1
7376,KBC group,Desktop,7
7377,KBC group,Smartphone,300
7378,KBC group,Tablet,11
7379,KB Group,Smartphone,1
7380,KB Group,Tablet,1
7381,KB Home,Smartphone,10
7382,KB Home,Tablet,1
7383,K College,Smartphone,67
7384,K College,Tablet,2
7385,KDDI Group,Desktop,13
7386,KDDI Group,Smartphone,12
7387,KDDI Group,Tablet,4
7388,KEEN,Smartphone,1
7389,Keep Calling,Desktop,17
7390,Keep Calling,Smartphone,8
7391,Keep Calling,Tablet,9
7392,Kees Smit Tuinmeubelen,Desktop,73
7393,Kees Smit Tuinmeubelen,Smartphone,25
7394,Kees Smit Tuinmeubelen,Tablet,13
7395,Keiser University,Smartphone,3
7396,Keller Williams Realty,Smartphone,11
7397,Kellogg Company,Desktop,268
7398,Kellogg Company,Smartphone,113
7399,Kellogg Company,Tablet,29
7400,Ken Corporation,Desktop,2
7401,Kennards Hire Group,Desktop,2
7402,Kennards Hire Group,Smartphone,3
7403,Kennards Hire Group,Tablet,1
7404,Kenna Security,Desktop,9
7405,Kenna Security,Smartphone,4
7406,KENNEDY STORES,Smartphone,8
7407,KENNEDY STORES,Tablet,3
7408,Kennesaw State University,Smartphone,3
7409,Kenneth Cole Productions,Desktop,6
7410,Kenneth Cole Productions,Smartphone,5
7411,Kensington Tours,Desktop,5
7412,Kensington Tours,Smartphone,4
7413,Kensington Tours,Tablet,2
7414,Kentico Software,Desktop,6
7415,Kentico Software,Smartphone,2
7416,Kentik Technologies,Smartphone,1
7417,Kentucky Tourism,Smartphone,7
7418,Kentucky Tourism,Tablet,1
7419,Kenwood Travel,Desktop,25
7420,Kenwood Travel,Smartphone,1837
7421,Kenwood Travel,Tablet,69
7422,Kenya Airways Group,Desktop,81
7423,Kenya Airways Group,Smartphone,131
7424,Kenya Airways Group,Tablet,16
7425,Kera Fiber,Desktop,107
7426,Kera Fiber,Smartphone,84
7427,Kera Fiber,Tablet,16
7428,Kering,Desktop,269
7429,Kering,Smartphone,251
7430,Kering,Tablet,41
7431,Kerzner International Holdings,Desktop,59
7432,Kerzner International Holdings,Smartphone,128
7433,Kerzner International Holdings,Tablet,9
7434,Kesko,Desktop,16
7435,Kesko,Smartphone,35
7436,Kesko,Tablet,4
7437,Ketto Online Ventures Private Limited,Desktop,9
7438,Ketto Online Ventures Private Limited,Smartphone,8
7439,KeyCorp,Desktop,13
7440,KeyCorp,Smartphone,415
7441,KeyCorp,Tablet,9
7442,Keyence,Desktop,62
7443,Keyence,Smartphone,7
7444,KFit,Desktop,1
7445,kfzteile24,Smartphone,1
7446,Khaadi,Desktop,3
7447,Khaadi,Smartphone,74
7448,Khaadi,Tablet,8
7449,Khazanah Nasional Berhad,Desktop,101
7450,Khazanah Nasional Berhad,Smartphone,228
7451,Khazanah Nasional Berhad,Tablet,13
7452,KHov,Desktop,18
7453,KHov,Smartphone,88
7454,KHov,Tablet,10
7455,KIA Dealers,Desktop,2
7456,KIA Dealers,Smartphone,16
7457,KIA Dealers,Tablet,2
7458,Kiatnakin Bank,Smartphone,1
7459,Kidiliz Group,Desktop,7
7460,Kidiliz Group,Smartphone,19
7461,Kidiliz Group,Tablet,3
7462,Kidioui Voitures,Desktop,1
7463,KidSecured,Smartphone,9
7464,Kikki K,Desktop,18
7465,Kikki K,Smartphone,36
7466,Kikki K,Tablet,10
7467,Kilimall International,Smartphone,1
7468,Killer Aces Media,Smartphone,19
7469,Killer Aces Media,Tablet,1
7470,Kimberley Products Pty Ltd,Desktop,1
7471,Kimberly-Clark,Desktop,469
7472,Kimberly-Clark,Smartphone,1674
7473,Kimberly-Clark,Tablet,1558
7474,Kindercare,Smartphone,1
7475,Kindercare,Tablet,1
7476,Kinekt Design,Desktop,115
7477,Kinekt Design,Smartphone,91
7478,Kinekt Design,Tablet,10
7479,Kingfisher,Desktop,183
7480,Kingfisher,Smartphone,3328
7481,Kingfisher,Tablet,1620
7482,King Linen,Desktop,1
7483,King of Wear,Desktop,1
7484,King Power Group,Smartphone,3
7485,King Price Insurance,Desktop,2
7486,King Price Insurance,Smartphone,37
7487,Kingsoft,Smartphone,52
7488,Kingston Technology,Connected TV,2
7489,Kingston Technology,Desktop,360
7490,Kingston Technology,Smartphone,751
7491,Kingston Technology,Tablet,559
7492,Kinguin Limited,Desktop,1
7493,Kirin Company,Smartphone,5
7494,Kirin Company,Tablet,2
7495,Kistler Group,Smartphone,9
7496,Kit & Ace Designs,Desktop,39
7497,Kit & Ace Designs,Smartphone,23
7498,Kit & Ace Designs,Tablet,3
7499,Kitapsec Yayincilik Elektronik Nakliye Ve San Tic,Desktop,1
7500,Kitapsec Yayincilik Elektronik Nakliye Ve San Tic,Smartphone,2
7501,Kitchen Warehouse,Desktop,16
7502,Kitchen Warehouse,Smartphone,8
7503,kiveda Group,Smartphone,2
7504,Kixx Media,Desktop,6
7505,K & K Asset Management,Desktop,5
7506,K & K Asset Management,Smartphone,27
7507,K & K Asset Management,Tablet,6
7508,KKR,Desktop,5
7509,KKR,Smartphone,2
7510,KKR,Tablet,1
7511,Klarna,Desktop,1
7512,Klarna,Smartphone,17
7513,Klebefieber,Smartphone,1
7514,kleding,Desktop,1
7515,Klett Gruppe,Smartphone,5
7516,Klett Gruppe,Tablet,2
7517,Klingel Gruppe,Desktop,178
7518,Klingel Gruppe,Smartphone,42
7519,Klingel Gruppe,Tablet,59
7520,Klockner & Co,Desktop,4
7521,Klockner & Co,Smartphone,4
7522,KNH Designs Ltd,Desktop,20
7523,KNH Designs Ltd,Smartphone,90
7524,KNH Designs Ltd,Tablet,17
7525,Knightsbridge Business Sales,Smartphone,8
7526,Knoll,Desktop,37
7527,Knoll,Smartphone,18
7528,Knoll,Tablet,10
7529,KNT-CT holdings,Desktop,12
7530,KNT-CT holdings,Smartphone,1
7531,KNT-CT holdings,Tablet,15
7532,Kobayashi Pharmaceutical,Desktop,8
7533,Kobayashi Pharmaceutical,Smartphone,3
7534,Koch Media,Desktop,1
7535,Koch Media,Smartphone,5
7536,Koch Media,Tablet,1
7537,Koç Holding,Desktop,36
7538,Koç Holding,Smartphone,28
7539,Koç Holding,Tablet,9
7540,Kogan Technologies,Desktop,228
7541,Kogan Technologies,Smartphone,283
7542,Kogan Technologies,Tablet,69
7543,Kohler,Desktop,4
7544,Kohler,Smartphone,47
7545,Kohler,Tablet,4
7546,Kohl's,Desktop,49
7547,Kohl's,Smartphone,74
7548,Kohl's,Tablet,8
7549,Kojima,Desktop,1
7550,Kojima,Smartphone,4
7551,Kojima,Tablet,1
7552,Kolonial.no,Desktop,36
7553,Kolonial.no,Smartphone,6
7554,Kolonial.no,Tablet,4
7555,Kolon Industries,Desktop,3
7556,Kolon Industries,Smartphone,1
7557,Komehyo,Smartphone,1
7558,Konami,Desktop,1
7559,Konami,Smartphone,1863
7560,Konami,Tablet,9
7561,Konga Online Shopping,Connected TV,1
7562,Konga Online Shopping,Desktop,88
7563,Konga Online Shopping,Smartphone,125
7564,Konga Online Shopping,Tablet,4
7565,Konica Minolta,Desktop,3
7566,Kontakt East Russia,Desktop,4
7567,Kontakt East Russia,Smartphone,12
7568,Kontakt East Russia,Tablet,1
7569,KontrolFreek,Desktop,1
7570,KontrolFreek,Smartphone,34
7571,KontrolFreek,Tablet,4
7572,Kool Smiles,Smartphone,10
7573,Kool Smiles,Tablet,2
7574,Kooperativa Forbundet,Desktop,8
7575,Kooperativa Forbundet,Smartphone,4
7576,Koopjedeal,Desktop,5
7577,Koopjedeal,Smartphone,4
7578,Koovs Marketing Consulting,Desktop,7
7579,Koovs Marketing Consulting,Smartphone,98
7580,Korman Communities,Desktop,16
7581,Korman Communities,Smartphone,4
7582,Korman Communities,Tablet,1
7583,Koroplast,Desktop,2
7584,Koroplast,Smartphone,1
7585,Kose,Smartphone,1
7586,Kotak Mahindra,Desktop,27
7587,Kotak Mahindra,Smartphone,29
7588,Kotak Mahindra,Tablet,5
7589,Koton,Desktop,4
7590,Koton,Smartphone,1
7591,KP Family International,Smartphone,2
7592,KPMG,Desktop,3
7593,KPMG,Smartphone,106
7594,KPMG,Tablet,5
7595,KPN,Desktop,238
7596,KPN,Smartphone,354
7597,KPN,Tablet,31
7598,KPS Capital Partners,Desktop,1
7599,KPS Capital Partners,Smartphone,3
7600,Kracie,Smartphone,1
7601,Kraft Heinz,Desktop,623
7602,Kraft Heinz,Smartphone,98
7603,Kraft Heinz,Tablet,125
7604,Kraft Music,Smartphone,1
7605,Krahe-Versand,Smartphone,1
7606,Krefel,Desktop,20
7607,Krefel,Smartphone,6
7608,Krefel,Tablet,1
7609,Kroftman,Connected TV,1
7610,Kroftman,Desktop,79
7611,Kroftman,Smartphone,16
7612,Kroftman,Tablet,9
7613,Kronos,Smartphone,1
7614,Kroton Educacional,Desktop,3
7615,Kroton Educacional,Smartphone,1
7616,Krungsri Bank,Desktop,17
7617,Krungsri Bank,Smartphone,7
7618,Krungsri Bank,Tablet,1
7619,Krungthai Bank,Smartphone,2
7620,K&S,Smartphone,7
7621,K&S,Tablet,1
7622,KT,Desktop,30
7623,Kubota,Desktop,203
7624,Kubota,Smartphone,2
7625,Kubota,Tablet,4
7626,Kudo Case,Smartphone,1
7627,Kumho Asiana Group,Desktop,3
7628,Kumho Asiana Group,Smartphone,8
7629,Kumon Educational,Desktop,23
7630,Kumon Educational,Smartphone,55
7631,Kumon Educational,Tablet,3
7632,Kuok Group,Desktop,324
7633,Kuok Group,Smartphone,649
7634,Kuok Group,Tablet,107
7635,KupiVIP.ru,Desktop,5
7636,KupiVIP.ru,Tablet,1
7637,Kurt Geiger,Desktop,152
7638,Kurt Geiger,Smartphone,126
7639,Kurt Geiger,Tablet,8
7640,Kwantlen Polytechnic University,Desktop,5
7641,Kwantlen Polytechnic University,Smartphone,6
7642,Kwantlen Polytechnic University,Tablet,4
7643,Kwik Fit,Desktop,1
7644,Kwik Fit,Smartphone,13
7645,Kwik Fit,Tablet,3
7646,Kybotech,Desktop,244
7647,Kybotech,Smartphone,397
7648,Kybotech,Tablet,202
7649,Kymco,Smartphone,2
7650,Kynetic,Connected TV,1
7651,Kynetic,Desktop,354
7652,Kynetic,Smartphone,392
7653,Kynetic,Tablet,37
7654,Kyocera Corporation,Desktop,18
7655,Kyocera Corporation,Smartphone,9
7656,Kyocera Corporation,Tablet,1
7657,Label Habitation,Desktop,7
7658,LaBoutiqueOfficielle.com,Desktop,8
7659,LaBoutiqueOfficielle.com,Smartphone,3
7660,La Caisse Populaire Ste-Marie or St. Mary's Bank,Smartphone,3
7661,La Caixa,Desktop,38
7662,La Caixa,Smartphone,14
7663,La Caixa,Tablet,8
7664,La Centrale Des Multiple,Desktop,3
7665,Lacoste,Desktop,210
7666,Lacoste,Smartphone,455
7667,Lacoste,Tablet,47
7668,Lagardere,Smartphone,1
7669,LähiTapiola Palvelut Oy,Desktop,5
7670,LähiTapiola Palvelut Oy,Smartphone,1
7671,Laidir Leisure,Desktop,85
7672,Laidir Leisure,Smartphone,179
7673,Laidir Leisure,Tablet,20
7674,La Maison Simons,Desktop,8
7675,La Maison Simons,Tablet,1
7676,La Modeuse,Smartphone,1
7677,Lamp en Licht,Desktop,26
7678,Lamp en Licht,Smartphone,22
7679,Lamp en Licht,Tablet,16
7680,Lampenwelt,Desktop,158
7681,Lampenwelt,Smartphone,290
