,buyer,total_estimated_backfill_revenue
595,Xaxis w/ Amazon (CA),0.5792308389995988
596,Xaxis w/ AppNexus,0.0019876293011320528
597,Xaxis w/ Invite Media,8.6781818004484
598,Xaxis w/ The Trade Desk,0.007914363550435689
599,Xaxis w/ The Trade Desk (CA),0.06570762296524514
600,Yandex.ru,0.00024814553490776355
601,Yourposition w/DBM,0.07988725043512354
602,Zalando w/ Invite Media,0.11709346886611176
603,Zamplus,0.0010024422271108328
604,Zebestof EMEA,0.00010517426645097262
605,Zemanta,0.14601146209638935
606,Zenith Optimedia (IL) w/ DBM,0.003956360101261196
607,Zenith_Reckitt Benckiser_APAC​ w/ DBM ​,0.001391915682562091
608,Zenith_Reckitt Benckiser_NA w/ DBM,0.08609664052551418
609,Zenith Vivaki UK w/TheTradeDesk,1.963021809478352
610,ZER Advertising (TR) w/DBM,0.006537237999093267
611,Ziff Davis_DBM,0.0055216489886760626
612,Zucks Inc.,0.00020377514124875947
